CNPJ,ProtocoloId2,Bairro (1),Situação,Data da Emissão,Grau de Risco,Principal Atividade,Item,"CNAE
(Especializado)",Descrição da Atividade,Risco Sanitário (RS),SEGMENTO DA ATIVIDADE ECONÔMICA,SUBGRUPO,Classificação Manual,Bairro (2),IDH,label_licenciados,Atividades
29915130000136.0,170.0,Centro,Aguardando Solicitação,?,Baixo Risco,5611201.0,160.0,561120101.0,"Restaurantes e similares com fornecimento de música
(uso de som amplificado)",Baixo Risco B,PRODUTOS,ALIMENTOS,Sul,Sao Jorge,Baixo,Não Licenciados,"{5611-2/01.01,5510-8/02}"
26225148000118.0,171.0,Compensa,Aguardando Solicitação,?,Baixo Risco,4772500.0,140.0,477250000.0,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",Baixo Risco B,PRODUTOS,COSMÉTICOS,Oeste,São Jorge,Baixo,Não Licenciados,"{4772-5/00,4773-3/00,8230-0/01.01,4751-2/01}"
29826656000140.0,178.0,Japim,Aguardando Solicitação,?,Alto Risco,5620101.0,168.0,562010100.0,Fornecimento de alimentos preparados preponderantemente para empresas,Alto Risco,PRODUTOS,ALIMENTOS,Sul,Sao Jose,Baixo,Não Licenciados,{5620-1/01}
2681400000135.0,181.0,Centro,Aguardando Solicitação,?,Alto Risco,4772500.0,140.0,477250000.0,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",Baixo Risco B,PRODUTOS,COSMÉTICOS,Sul,São Lázaro,Médio,Não Licenciados,"{4772-5/00,9602-5/02.01,8640-2/99,8690-9/01}"
29814447000186.0,11198.0,Santo Agostinho,Emitido Automaticamente,2020-07-31 00:00:00,Baixo Risco,5611201.0,160.0,561120101.0,"Restaurantes e similares com fornecimento de música
(uso de som amplificado)",Baixo Risco B,PRODUTOS,ALIMENTOS,Oeste,Sao Raimundo,Baixo,Licenciados,"{5611-2/01.01,4729-6/99,5611-2/03}"
10871753000126.0,183.0,Nova Cidade,Indeferido,?,Baixo Risco,4930201.0,145.0,493020101.0,"Transporte rodoviário de medicamentos não controlados, municipal",Alto Risco,PRODUTOS,MEDICAMENTOS,Norte,Tancredo Neves,Baixíssimo,Não Licenciados,"{4930-2/01.99,4930-2/02}"
29791187000170.0,184.0,Parque Dez de Novembro,Aguardando Solicitação,?,Baixo Risco,7120100.0,175.0,712010002.0,Testes e análises técnicas - Sujeita vigilância sanitária,Alto Risco,SERVIÇOS,INTERESSE Á SAÚDE,Centro-Sul,Taracuá,Baixo,Não Licenciados,"{7120-1/00.01,8299-7/99.99,8599-6/01}"
15144591000148.0,185.0,Centro,Aguardando Solicitação,?,Baixo Risco,5611201.0,160.0,561120101.0,"Restaurantes e similares com fornecimento de música
(uso de som amplificado)",Baixo Risco B,PRODUTOS,ALIMENTOS,Sul,Tarumã,Médio,Não Licenciados,{5611-2/01}
8952676000197.0,1049.0,Armando Mendes,Aguardando Solicitação,?,Baixo Risco,1091102.0,27.0,109110200.0,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Toda Comunidade,Baixo,Não Licenciados,"{1091-1/02,4721-1/02}"
29789549000199.0,188.0,Novo Aleixo,Aguardando Solicitação,?,Baixo Risco,4712100.0,127.0,471210000.0,"Comércio varejista de mercadorias em geral, com predominância de produtos
alimentícios - minimercados, mercearias e armazéns",Baixo Risco B,PRODUTOS,ALIMENTOS,Norte,Viila Buriti,Alto,Não Licenciados,{4712-1/00}
27070210000102.0,8272.0,N. S. Das Gracas,Emitido Automaticamente,2020-08-03 00:00:00,Baixo Risco,5611201.0,160.0,561120101.0,"Restaurantes e similares com fornecimento de música
(uso de som amplificado)",Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Vila da Prata,Baixo,Licenciados,"{5611-2/01.03,4723-7/00,4729-6/99,5611-2/04}"
28950164000107.0,8513.0,Jorge Teixeira,Emitido Automaticamente,2021-04-14 00:00:00,Baixo Risco,4712100.0,127.0,471210000.0,"Comércio varejista de mercadorias em geral, com predominância de produtos
alimentícios - minimercados, mercearias e armazéns",Baixo Risco B,PRODUTOS,ALIMENTOS,Leste,Zona Rural,Baixo,Licenciados,"{4712-1/00,5611-2/03,4784-9/00.05}"
29842965000103.0,192.0,Aleixo,Aguardando Solicitação,?,Baixo Risco,8599699.0,193.0,859969900.0,Outras atividades de ensino não especificadas anteriormente,Baixo Risco B,SERVIÇOS,INTERESSE Á SAÚDE,Centro-Sul,Zumbi dos Palmares,Baixíssimo,Não Licenciados,"{8599-6/99,8593-7/00}"
22890534000173.0,194.0,Centro,Emitido Sob Inspeção,2020-10-25 00:00:00,Baixo Risco,4723700.0,133.0,472370000.0,Comércio varejista de bebidas,Baixo Risco B,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Licenciados,{4723-7/00}
10641824000102.0,197.0,Sao Jose,Indeferido,?,Alto Risco,5611201.0,160.0,561120101.0,"Restaurantes e similares com fornecimento de música
(uso de som amplificado)",Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Não Licenciados,"{5611-2/01.01,5611-2/03,5620-1/01,5320-2/02,5611-2/02.02,4639-7/01}"
4864621000174.0,199.0,Colônia Antônio Aleixo,Aguardando Solicitação,?,Baixo Risco,4712100.0,127.0,471210000.0,"Comércio varejista de mercadorias em geral, com predominância de produtos
alimentícios - minimercados, mercearias e armazéns",Baixo Risco B,PRODUTOS,ALIMENTOS,Leste,Canaã,Baixo,Não Licenciados,"{4712-1/00,4721-1/03,4722-9/01,4721-1/02}"
29639154000100.0,204.0,N. S. Das Gracas,Indeferido,?,Baixo Risco,4721104.0,130.0,472110400.0,"Comércio varejista de doces, balas, bombons e semelhantes",Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Não Licenciados,"{4721-1/04,5611-2/01,5620-1/04,5611-2/03,5611-2/04}"
29971712000130.0,206.0,Santa Luzia,Aguardando Solicitação,?,Baixo Risco,4712100.0,127.0,471210000.0,"Comércio varejista de mercadorias em geral, com predominância de produtos
alimentícios - minimercados, mercearias e armazéns",Baixo Risco B,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Não Licenciados,{4712-1/00}
21572851000189.0,208.0,Centro,Aguardando Solicitação,?,Alto Risco,5611201.0,160.0,561120101.0,"Restaurantes e similares com fornecimento de música
(uso de som amplificado)",Baixo Risco B,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Não Licenciados,"{5611-2/01,5620-1/04,5611-2/03,5620-1/01,4721-1/03,4722-9/02,5611-2/04,5620-1/02,5620-1/03,4721-1/02}"
20079241000185.0,209.0,Armando Mendes,Indeferido,?,Baixo Risco,5611203.0,163.0,561120300.0,"Lanchonetes, casas de chá,
de sucos e similares",Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Não Licenciados,"{5611-2/03,5611-2/01.02}"
24733930000112.0,1098.0,Centro,Aguardando Solicitação,?,Alto Risco,8630504.0,204.0,863050400.0,Atividade odontológica,Alto Risco,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Sul,Canaã,Baixo,Não Licenciados,{8630-5/04}
29996661000109.0,212.0,Lírio do Vale,Aguardando Solicitação,?,Baixo Risco,4712100.0,127.0,471210000.0,"Comércio varejista de mercadorias em geral, com predominância de produtos
alimentícios - minimercados, mercearias e armazéns",Baixo Risco B,PRODUTOS,ALIMENTOS,Oeste,Canaã,Baixo,Não Licenciados,{4712-1/00}
29840742000107.0,213.0,Parque Dez de Novembro,Aguardando Solicitação,?,Baixo Risco,8650002.0,225.0,865000200.0,Atividades de profissionais da nutrição,Baixo Risco B,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Centro-Sul,Canaã,Baixo,Não Licenciados,{8650-0/02}
29866098000146.0,215.0,Sao  Francisco,Aguardando Solicitação,?,Baixo Risco,8512100.0,190.0,851210000.0,"Educação infantil - pré-
escola",Baixo Risco B,SERVIÇOS,INTERESSE Á SAÚDE,Centro-Sul,Canaã,Baixo,Não Licenciados,{8512-1/00}
29919520000184.0,217.0,Chapada,Aguardando Solicitação,?,Baixo Risco,4772500.0,140.0,477250000.0,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",Baixo Risco B,PRODUTOS,COSMÉTICOS,Oeste,Canaã,Baixo,Não Licenciados,"{4772-5/00,9602-5/02.01,9602-5/01}"
10712100000102.0,218.0,Japim,Aguardando Solicitação,?,Alto Risco,4712100.0,127.0,471210000.0,"Comércio varejista de mercadorias em geral, com predominância de produtos
alimentícios - minimercados, mercearias e armazéns",Baixo Risco B,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Não Licenciados,"{4712-1/00,5620-1/01,4744-0/99,4399-1/03,5620-1/02,4751-2/01}"
23436225000190.0,220.0,Distrito Industrial,Aguardando Solicitação,?,Alto Risco,5620101.0,168.0,562010100.0,Fornecimento de alimentos preparados preponderantemente para empresas,Alto Risco,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Não Licenciados,"{5620-1/01,5620-1/03}"
24003567000180.0,221.0,Cidade Nova,Indeferido,?,Alto Risco,8513900.0,191.0,851390000.0,Ensino fundamental,Baixo Risco B,SERVIÇOS,INTERESSE Á SAÚDE,Norte,Canaã,Baixo,Não Licenciados,"{8513-9/00,8512-1/00,8511-2/00}"
9128194000180.0,222.0,Adrianópolis,Aguardando Solicitação,?,Alto Risco,8630502.0,202.0,863050200.0,"Atividade médica ambulatorial com recursos para realização de exames
complementares",Alto Risco,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Centro-Sul,Canaã,Baixo,Não Licenciados,{8630-5/02}
29933716000123.0,224.0,Chapada,Aguardando Solicitação,?,Baixo Risco,4721104.0,130.0,472110400.0,"Comércio varejista de doces, balas, bombons e semelhantes",Baixo Risco B,PRODUTOS,ALIMENTOS,Oeste,Canaã,Baixo,Não Licenciados,"{4721-1/04,4772-5/00,4729-6/99,4712-1/00,4618-4/01,4755-5/02,4761-0/03,4721-1/03}"
29905186000100.0,225.0,Parque Dez de Novembro,Aguardando Solicitação,?,Baixo Risco,4712100.0,127.0,471210000.0,"Comércio varejista de mercadorias em geral, com predominância de produtos
alimentícios - minimercados, mercearias e armazéns",Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Não Licenciados,{4712-1/00}
29844341000125.0,226.0,Parque Dez de Novembro,Aguardando Solicitação,?,Baixo Risco,4712100.0,127.0,471210000.0,"Comércio varejista de mercadorias em geral, com predominância de produtos
alimentícios - minimercados, mercearias e armazéns",Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Não Licenciados,"{4712-1/00,5611-2/03,5320-2/02,5620-1/02}"
6216138000109.0,12395.0,Distrito Industrial,Emitido Automaticamente,2020-09-17 00:00:00,Baixo Risco,1122403.0,44.0,112240300.0,"Fabricação de refrescos, xaropes e pós para refrescos, exceto refrescos
de frutas",Risco Condicionado,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Licenciados,"{1122-4/03,4639-7/01}"
4168415000120.0,229.0,Japim,Indeferido,?,Alto Risco,5620101.0,168.0,562010100.0,Fornecimento de alimentos preparados preponderantemente para empresas,Alto Risco,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Não Licenciados,{5620-1/01}
26219109000108.0,3896.0,Educando,Aguardando Solicitação,?,Alto Risco,8630503.0,203.0,863050300.0,Atividade médica ambulatorial restrita a consultas,Baixo Risco B,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Sul,Canaã,Baixo,Não Licenciados,"{8630-5/03,8640-2/08,8630-5/02,8630-5/99}"
84502145000180.0,5519.0,Sao Geraldo,Emitido,2020-09-22 00:00:00,Baixo Risco,4729699.0,136.0,472969900.0,"Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não
especificados anteriormente",Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Licenciados,{4729-6/99}
29399943000110.0,11567.0,Cidade Nova,Emitido Sob Inspeção,2020-11-13 00:00:00,Baixo Risco,4721104.0,130.0,472110400.0,"Comércio varejista de doces, balas, bombons e semelhantes",Baixo Risco B,PRODUTOS,ALIMENTOS,Norte,Canaã,Baixo,Licenciados,"{4721-1/04,4723-7/00,4729-6/02,4772-5/00,4729-6/99,5611-2/03,4729-6/01,4713-0/02,4721-1/02}"
8568939000169.0,14837.0,Cidade de Deus,Emitido,2021-04-15 00:00:00,Alto Risco,4772500.0,140.0,477250000.0,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",Baixo Risco B,PRODUTOS,COSMÉTICOS,Norte,Canaã,Baixo,Licenciados,"{4772-5/00,4773-3/00,4771-7/01}"
29675049000126.0,236.0,Colônia Terra Nova,Aguardando Solicitação,?,Alto Risco,4771701.0,137.0,477170100.0,"Comércio varejista de produtos farmacêuticos, sem
manipulação de fórmulas",Alto Risco,PRODUTOS,MEDICAMENTOS,Norte,Canaã,Baixo,Não Licenciados,{4771-7/01}
29681097000127.0,237.0,Praça 14 de Janeiro,Aguardando Solicitação,?,Baixo Risco,5611201.0,160.0,561120101.0,"Restaurantes e similares com fornecimento de música
(uso de som amplificado)",Baixo Risco B,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Não Licenciados,"{5611-2/01.01,5611-2/01.02,5611-2/02.01}"
29745260000178.0,244.0,Colônia Terra Nova,Aguardando Solicitação,?,Baixo Risco,4721104.0,130.0,472110400.0,"Comércio varejista de doces, balas, bombons e semelhantes",Baixo Risco B,PRODUTOS,ALIMENTOS,Norte,Canaã,Baixo,Não Licenciados,"{4721-1/04,4723-7/00,4772-5/00,4712-1/00,4755-5/02}"
29749886000152.0,246.0,Cachoeirinha,Aguardando Solicitação,?,Baixo Risco,5611201.0,160.0,561120101.0,"Restaurantes e similares com fornecimento de música
(uso de som amplificado)",Baixo Risco B,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Não Licenciados,"{5611-2/01.01,4723-7/00,4772-5/00,4729-6/99,5611-2/03,4724-5/00,4755-5/02,4721-1/03,4722-9/01,5611-2/02.01}"
84506997000146.0,258.0,Sao Geraldo,Aguardando Solicitação,?,Baixo Risco,5611203.0,163.0,561120300.0,"Lanchonetes, casas de chá,
de sucos e similares",Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Não Licenciados,"{5611-2/03,9602-5/02.01}"
21633692000185.0,260.0,Redenção,Aguardando Solicitação,?,Baixo Risco,4712100.0,127.0,471210000.0,"Comércio varejista de mercadorias em geral, com predominância de produtos
alimentícios - minimercados, mercearias e armazéns",Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Oeste,Canaã,Baixo,Não Licenciados,{4712-1/00}
21219887000183.0,261.0,Cidade Nova,Aguardando Solicitação,?,Baixo Risco,5611201.0,160.0,561120101.0,"Restaurantes e similares com fornecimento de música
(uso de som amplificado)",Baixo Risco B,PRODUTOS,ALIMENTOS,Norte,Canaã,Baixo,Não Licenciados,"{5611-2/01.01,9521-5/00.01,4723-7/00,4752-1/00,9512-6/00.01,4757-1/00,4753-9/00,4619-2/00,4751-2/01,5611-2/02.01}"
26253183000140.0,11440.0,Cidade de Deus,Emitido Sob Inspeção,2020-04-08 00:00:00,Baixo Risco,4712100.0,127.0,471210000.0,"Comércio varejista de mercadorias em geral, com predominância de produtos
alimentícios - minimercados, mercearias e armazéns",Baixo Risco B,PRODUTOS,ALIMENTOS,Norte,Canaã,Baixo,Licenciados,"{4712-1/00,5620-1/03,4721-1/02}"
23841370000157.0,4761.0,Tancredo Neves,Aguardando Solicitação,?,Baixo Risco,4723700.0,133.0,472370000.0,Comércio varejista de bebidas,Baixo Risco B,PRODUTOS,ALIMENTOS,Leste,Canaã,Baixo,Não Licenciados,"{4723-7/00,4789-0/99.05,4729-6/99,4712-1/00,4789-0/99.99,4713-0/02,4784-9/00.04,8299-7/99.99}"
10869549000170.0,569.0,Sao Jorge,Aguardando Solicitação,?,Baixo Risco,4772500.0,140.0,477250000.0,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",Baixo Risco B,PRODUTOS,COSMÉTICOS,Oeste,Canaã,Baixo,Não Licenciados,{4772-5/00}
30308680000176.0,271.0,Chapada,Aguardando Solicitação,?,Baixo Risco,8630503.0,203.0,863050300.0,Atividade médica ambulatorial restrita a consultas,Baixo Risco B,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Oeste,Canaã,Baixo,Não Licenciados,{8630-5/03}
29906509000180.0,273.0,Educando,Aguardando Solicitação,?,Baixo Risco,8630503.0,203.0,863050300.0,Atividade médica ambulatorial restrita a consultas,Baixo Risco B,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Sul,Canaã,Baixo,Não Licenciados,{8630-5/03}
10679857000133.0,274.0,Adrianópolis,Indeferido,?,Baixo Risco,5611201.0,160.0,561120101.0,"Restaurantes e similares com fornecimento de música
(uso de som amplificado)",Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Não Licenciados,"{5611-2/01,5611-2/03,5620-1/02,5620-1/03}"
4813648000138.0,276.0,Raiz,Aguardando Solicitação,?,Baixo Risco,4729699.0,136.0,472969900.0,"Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não
especificados anteriormente",Baixo Risco B,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Não Licenciados,"{4729-6/99,4712-1/00}"
29879869000130.0,278.0,Adrianópolis,Aguardando Solicitação,?,Baixo Risco,4729699.0,136.0,472969900.0,"Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não
especificados anteriormente",Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Não Licenciados,"{4729-6/99,4712-1/00}"
29411895000139.0,6744.0,Adrianópolis,Emitido,2019-11-13 00:00:00,Alto Risco,8690901.0,236.0,869090100.0,"Atividades de práticas integrativas e
complementares em saúde humana",Baixo Risco B,SERVIÇOS,INTERESSE Á SAÚDE,Centro-Sul,Canaã,Baixo,Licenciados,"{8690-9/01,8630-5/04}"
21710822000136.0,15740.0,Alvorada,Aguardando Solicitação,?,Alto Risco,8630503.0,203.0,863050300.0,Atividade médica ambulatorial restrita a consultas,Baixo Risco B,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Oeste,Canaã,Baixo,Não Licenciados,"{8630-5/03,8630-5/02}"
9306039000106.0,281.0,Colônia Terra Nova,Aguardando Solicitação,?,Baixo Risco,4634601.0,96.0,463460100.0,Comércio atacadista de carnes bovinas e suínas e derivados,Baixo Risco B,PRODUTOS,ALIMENTOS,Norte,Canaã,Baixo,Não Licenciados,{4634-6/01}
23529749000126.0,283.0,Coroado,Indeferido,?,Baixo Risco,4637104.0,107.0,463710400.0,"Comércio atacadista de pães, bolos, biscoitos e similares",Baixo Risco B,PRODUTOS,ALIMENTOS,Leste,Canaã,Baixo,Não Licenciados,{4637-1/04}
29877780000134.0,287.0,Centro,Em Exigência,?,Alto Risco,8630504.0,204.0,863050400.0,Atividade odontológica,Alto Risco,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Sul,Canaã,Baixo,Em processo,"{8630-5/04,3250-7/06}"
14411075000170.0,288.0,Centro,Aguardando Solicitação,?,Baixo Risco,4712100.0,127.0,471210000.0,"Comércio varejista de mercadorias em geral, com predominância de produtos
alimentícios - minimercados, mercearias e armazéns",Baixo Risco B,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Não Licenciados,{4712-1/00}
27480394000189.0,289.0,Compensa,Indeferido,?,Baixo Risco,4712100.0,127.0,471210000.0,"Comércio varejista de mercadorias em geral, com predominância de produtos
alimentícios - minimercados, mercearias e armazéns",Baixo Risco B,PRODUTOS,ALIMENTOS,Oeste,Canaã,Baixo,Não Licenciados,"{4712-1/00,4784-9/00.04}"
7465375000338.0,15431.0,Distrito Industrial,Aguardando Solicitação,?,Alto Risco,4635401.0,100.0,463540100.0,Comércio atacadista de água mineral,Baixo Risco B,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Não Licenciados,"{4635-4/01,4723-7/00,4635-4/03,2222-6/00.01,1121-6/00}"
19775580000206.0,291.0,Flores,Indeferido,?,Baixo Risco,4729602.0,135.0,472960200.0,Comércio varejista de mercadorias em lojas de conveniência,Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Não Licenciados,"{4729-6/02,4729-6/99,5611-2/03}"
29854937000106.0,294.0,Novo Aleixo,Emitido Automaticamente,2020-03-25 00:00:00,Baixo Risco,4712100.0,127.0,471210000.0,"Comércio varejista de mercadorias em geral, com predominância de produtos
alimentícios - minimercados, mercearias e armazéns",Baixo Risco B,PRODUTOS,ALIMENTOS,Norte,Canaã,Baixo,Licenciados,"{4712-1/00,4721-1/02}"
5255882000150.0,12123.0,Japim,Emitido Sob Inspeção,2020-02-09 00:00:00,Baixo Risco,5611201.0,160.0,561120101.0,"Restaurantes e similares com fornecimento de música
(uso de som amplificado)",Baixo Risco B,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Licenciados,"{5611-2/01.03,5611-2/03}"
6354945000198.0,13124.0,Parque Dez de Novembro,Emitido Automaticamente,2021-11-01 00:00:00,Baixo Risco,4723700.0,133.0,472370000.0,Comércio varejista de bebidas,Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Licenciados,"{4723-7/00,4729-6/99,5611-2/04,5611-2/01.02,4729-6/01}"
27662202000155.0,297.0,Parque Dez de Novembro,Indeferido,?,Baixo Risco,4729699.0,136.0,472969900.0,"Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não
especificados anteriormente",Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Não Licenciados,"{4729-6/99,4789-0/99.99,4763-6/02}"
29869478000134.0,299.0,Cidade Nova,Aguardando Solicitação,?,Alto Risco,8630504.0,204.0,863050400.0,Atividade odontológica,Alto Risco,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Norte,Canaã,Baixo,Não Licenciados,"{8630-5/04,3250-7/06}"
24520560000135.0,13862.0,Centro,Emitido Automaticamente,2020-11-30 00:00:00,Baixo Risco,4721104.0,130.0,472110400.0,"Comércio varejista de doces, balas, bombons e semelhantes",Baixo Risco B,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Licenciados,"{4721-1/04,4729-6/99,4712-1/00,4721-1/03}"
29932700000104.0,302.0,Novo Israel,Aguardando Solicitação,?,Baixo Risco,4723700.0,133.0,472370000.0,Comércio varejista de bebidas,Baixo Risco B,PRODUTOS,ALIMENTOS,Norte,Canaã,Baixo,Não Licenciados,"{4723-7/00,4729-6/99}"
26320064000163.0,604.0,Nova Cidade,Emitido,2018-03-09 00:00:00,Baixo Risco,4723700.0,133.0,472370000.0,Comércio varejista de bebidas,Baixo Risco B,PRODUTOS,ALIMENTOS,Norte,Armando Mendes,Baixíssimo,Licenciados,"{4723-7/00,4784-9/00.05}"
16516778000198.0,306.0,Sao Geraldo,Indeferido,?,Baixo Risco,7500100.0,176.0,750010001.0,Atividades veterinárias,"Risco
Condicionado",SERVIÇOS,INTERESSE Á SAÚDE,Centro-Sul,Canaã,Baixo,Não Licenciados,{7500-1/00.01}
12148212000108.0,308.0,Centro,Aguardando Solicitação,?,Alto Risco,8730199.0,252.0,873019900.0,Atividades de assistência social prestadas em residências coletivas e particulares não especificadas anteriormente,Alto Risco,SERVIÇOS,INTERESSE Á SAÚDE,Sul,Canaã,Baixo,Não Licenciados,"{8730-1/99,6550-2/00.01,8630-5/02,8640-2/01,8640-2/02,8630-5/04,8720-4/01,8630-5/01,8720-4/99,8640-2/05,8630-5/03}"
27047566000125.0,309.0,Cachoeirinha,Indeferido,?,Alto Risco,4771701.0,137.0,477170100.0,"Comércio varejista de produtos farmacêuticos, sem
manipulação de fórmulas",Alto Risco,PRODUTOS,MEDICAMENTOS,Sul,Canaã,Baixo,Não Licenciados,{4771-7/01}
