CNPJ;ProtocoloId2;Bairro;Documento;Situação;Atividades;Data da Emissão;Grau de Risco;Principal Atividade
28631492000132;10343;Centro;Licença Sanitária;Indeferido;{7112-0/00.01,7119-7/04,8630-5/03,7112-0/00.03,8640-2/99,3314-7/99,8111-7/00.01,8640-2/08,8650-0/06,8121-4/00,8640-2/02,4292-8/02,8650-0/03.02,8130-3/00,8650-0/03.01,7490-1/99.99};;Alto Risco;7112000
29815205000107;168;Novo Aleixo;Licença Sanitária;Aguardando Solicitação;0;;Baixo Risco;0
27816845000106;169;N. S. Das Gracas;Licença Sanitária;Aguardando Solicitação;{4774-1/00};;Baixo Risco;4774100
29915130000136;170;Centro;Licença Sanitária;Aguardando Solicitação;{5611-2/01.01,5510-8/02};;Baixo Risco;5611201
26225148000118;171;Compensa;Licença Sanitária;Aguardando Solicitação;{4772-5/00,4773-3/00,8230-0/01.01,4751-2/01};;Baixo Risco;4772500
29269219000172;172;Distrito Industrial;Licença Sanitária;Indeferido;{7739-0/99,4930-2/02.01};;Baixo Risco;7739099
10145694000109;173;Aparecida;Licença Sanitária;Aguardando Solicitação;{3012-1/00,5030-1/01,5021-1/02,4930-2/03,4921-3/02,3317-1/02,5011-4/01,5091-2/01,4930-2/04,4930-2/02,5030-1/02,5091-2/02,4922-1/01,5022-0/02,5021-1/01,5011-4/02,4929-9/02,3317-1/01,5030-1/03,4923-0/02,5012-2/01,4921-3/01,5099-8/99,5022-0/01,5012-2/02,3011-3/02};;Baixo Risco;3012100
14174874000170;174;Colônia Terra Nova;Licença Sanitária;Aguardando Solicitação;0;;Baixo Risco;0
28151803000166;175;Educando;Licença Sanitária;Indeferido;{8211-3/00,5320-2/02};;Baixo Risco;8211300
24657154000119;176;Sao Jose;Licença Sanitária;Aguardando Solicitação;0;;Baixo Risco;0
23389742000156;177;Adrianópolis;Licença Sanitária;Aguardando Solicitação;{4763-6/04,5611-2/03,5611-2/04,4722-9/01};;Baixo Risco;4763604
29826656000140;178;Japim;Licença Sanitária;Aguardando Solicitação;{5620-1/01};;Alto Risco;5620101
63664445000196;179;Centro;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Aguardando Solicitação;{8541-4/00,8599-6/04,4772-5/00,8599-6/99,9602-5/02.01,9602-5/01,8690-9/01};;;8541400
27390362000192;12428;Adrianópolis;Licença Sanitária;Emitido Sob Inspeção;{8599-6/04,8650-0/03.02,8650-0/03.01,8592-9/99};22/09/2020;Baixo Risco;8599604
2681400000135;181;Centro;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Aguardando Solicitação;{4772-5/00,9602-5/02.01,8640-2/99,8690-9/01};;Alto Risco;4772500
29814447000186;11198;Santo Agostinho;Licença Sanitária;Emitido Automaticamente;{5611-2/01.01,4729-6/99,5611-2/03};31/07/2020;Baixo Risco;5611201
10871753000126;183;Nova Cidade;Licença Sanitária;Indeferido;{4930-2/01.99,4930-2/02};;Baixo Risco;4930201
29791187000170;184;Parque Dez de Novembro;Licença Sanitária;Aguardando Solicitação;{7120-1/00.01,8299-7/99.99,8599-6/01};;Baixo Risco;7120100
15144591000148;185;Centro;Licença Sanitária;Aguardando Solicitação;{5611-2/01};;Baixo Risco;5611201
8952676000197;1049;Armando Mendes;Licença Sanitária;Aguardando Solicitação;{1091-1/02,4721-1/02};;Baixo Risco;1091102
29774721000130;187;Flores;Licença Sanitária;Emitido Sob Inspeção;{4520-0/05,4723-7/00,5611-2/02.02};21/01/2021;Baixo Risco;4520005
29789549000199;188;Novo Aleixo;Licença Sanitária;Aguardando Solicitação;{4712-1/00};;Baixo Risco;4712100
27945548000160;189;Sao Geraldo;Licença Sanitária;Indeferido;0;;Baixo Risco;0
27070210000102;8272;N. S. Das Gracas;Licença Sanitária;Emitido Automaticamente;{5611-2/01.03,4723-7/00,4729-6/99,5611-2/04};08/03/2020;Baixo Risco;5611201
28950164000107;8513;Jorge Teixeira;Licença Sanitária;Emitido Automaticamente;{4712-1/00,5611-2/03,4784-9/00.05};14/04/2021;Baixo Risco;4712100
29842965000103;192;Aleixo;Licença Sanitária;Aguardando Solicitação;{8599-6/99,8593-7/00};;Baixo Risco;8599699
28780196000284;193;N. S. Das Gracas;Licença Sanitária;Aguardando Solicitação;{4783-1/02,4783-1/01,4781-4/00,4723-7/00,4789-0/01,4752-1/00,4772-5/00,4782-2/01,4729-6/99,4763-6/04,8541-4/00,4763-6/01,4755-5/03,4755-5/02,4753-9/00,8599-6/04,4763-6/02,4761-0/03,4782-2/02,8599-6/99,4541-2/03,4751-2/01,9602-5/01};;Baixo Risco;4783102
22890534000173;194;Centro;Licença Sanitária;Emitido Sob Inspeção;{4723-7/00};25/10/2020;Baixo Risco;4723700
23585879000186;195;Colônia Terra Nova;Licença Sanitária;Indeferido;{4686-9/02};;Baixo Risco;4686902
29817225000117;4267;Zumbi dos Palmares;Licença Sanitária;Aguardando Solicitação;{4322-3/02.02,4712-1/00,4322-3/02.01,4784-9/00.05};;Baixo Risco;4322302
10641824000102;197;Sao Jose;Licença Sanitária;Indeferido;{5611-2/01.01,5611-2/03,5620-1/01,5320-2/02,5611-2/02.02,4639-7/01};;Alto Risco;5611201
19365662000193;198;D. Pedro;Licença Sanitária;Aguardando Solicitação;0;;Baixo Risco;0
4864621000174;199;Colônia Antônio Aleixo;Licença Sanitária;Aguardando Solicitação;{4712-1/00,4721-1/03,4722-9/01,4721-1/02};;Baixo Risco;4712100
342289000127;3447;Centro;Licença Sanitária;Aguardando Solicitação;{4742-3/00,4723-7/00,4649-4/02,4634-6/03,4679-6/99,4634-6/99,4761-0/03,4646-0/02,4649-4/01,4639-7/01,4649-4/08,4759-8/99.99};;Alto Risco;4742300
29024709000109;201;Adrianópolis;Licença Sanitária;Indeferido;0;;Baixo Risco;0
29357686000154;778;Aleixo;Licença Sanitária;Emitido;0;14/01/2019;Baixo Risco;0
26741125000166;203;N. S. Das Gracas;Licença Sanitária;Indeferido;0;;Baixo Risco;0
29639154000100;204;N. S. Das Gracas;Licença Sanitária;Indeferido;{4721-1/04,5611-2/01,5620-1/04,5611-2/03,5611-2/04};;Baixo Risco;4721104
23055393000136;205;Parque Dez de Novembro;Licença Sanitária;Indeferido;{4759-8/99.99,4322-3/01,7711-0/00,4530-7/03,4732-6/00,4742-3/00,9521-5/00.01,3329-5/99,4322-3/02.02,4772-5/00,7739-0/99,3313-9/99,4757-1/00,4321-5/00.02,4755-5/03,4753-9/00,4322-3/02.01,8129-0/00.99,4754-7/03,4761-0/03,4744-0/99,4744-0/01,4744-0/05,4754-7/01,4751-2/01,4642-7/02,3313-9/01,4321-5/00.01};;;4759899
29971712000130;206;Santa Luzia;Licença Sanitária;Aguardando Solicitação;{4712-1/00};;Baixo Risco;4712100
22209105000198;207;Alvorada;Licença Sanitária;Indeferido;0;;Baixo Risco;0
21572851000189;208;Centro;Licença Sanitária;Aguardando Solicitação;{5611-2/01,5620-1/04,5611-2/03,5620-1/01,4721-1/03,4722-9/02,5611-2/04,5620-1/02,5620-1/03,4721-1/02};;Alto Risco;5611201
20079241000185;209;Armando Mendes;Licença Sanitária;Indeferido;{5611-2/03,5611-2/01.02};;Baixo Risco;5611203
29339617000118;210;Alvorada;Licença Sanitária;Indeferido;0;;Baixo Risco;0
24733930000112;1098;Centro;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Aguardando Solicitação;{8630-5/04};;Alto Risco;8630504
29996661000109;212;Lírio do Vale;Licença Sanitária;Aguardando Solicitação;{4712-1/00};;Baixo Risco;4712100
29840742000107;213;Parque Dez de Novembro;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Aguardando Solicitação;{8650-0/02};;Baixo Risco;8650002
4358670000135;786;Centro;Licença Sanitária;Indeferido;{4783-1/02,4781-4/00,4643-5/02,4763-6/03,4782-2/01,4649-4/02,4757-1/00,4647-8/01,4755-5/03,4753-9/00,4754-7/03,4761-0/03,4782-2/02,4649-4/03,4744-0/99,4759-8/99,4744-0/01,4641-9/02,4649-4/01};;Baixo Risco;4783102
29866098000146;215;Sao  Francisco;Licença Sanitária;Aguardando Solicitação;{8512-1/00};;Baixo Risco;8512100
61345096000114;216;Distrito Industrial;Licença Sanitária;Aguardando Solicitação;{6462-0/00,5211-7/01};;Baixo Risco;6462000
29919520000184;217;Chapada;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Aguardando Solicitação;{4772-5/00,9602-5/02.01,9602-5/01};;;4772500
10712100000102;218;Japim;Licença Sanitária;Aguardando Solicitação;{4712-1/00,5620-1/01,4744-0/99,4399-1/03,5620-1/02,4751-2/01};;Alto Risco;4712100
30061433000118;219;Alvorada;Licença Sanitária;Aguardando Solicitação;{4742-3/00,4789-0/05,4330-4/99.01,4744-0/03,4399-1/03,4744-0/05,4321-5/00.01,4322-3/01};;Baixo Risco;4742300
23436225000190;220;Distrito Industrial;Licença Sanitária;Aguardando Solicitação;{5620-1/01,5620-1/03};;Alto Risco;5620101
24003567000180;221;Cidade Nova;Licença Sanitária;Indeferido;{8513-9/00,8512-1/00,8511-2/00};;Alto Risco;8513900
9128194000180;222;Adrianópolis;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Aguardando Solicitação;{8630-5/02};;Alto Risco;8630502
22082019000329;223;N. S. Das Gracas;Licença Sanitária;Aguardando Solicitação;{4781-4/00,8541-4/00,8599-6/04,4761-0/01,8599-6/99};;Baixo Risco;4781400
29933716000123;224;Chapada;Licença Sanitária;Aguardando Solicitação;{4721-1/04,4772-5/00,4729-6/99,4712-1/00,4618-4/01,4755-5/02,4761-0/03,4721-1/03};;Baixo Risco;4721104
29905186000100;225;Parque Dez de Novembro;Licença Sanitária;Aguardando Solicitação;{4712-1/00};;Baixo Risco;4712100
29844341000125;226;Parque Dez de Novembro;Licença Sanitária;Aguardando Solicitação;{4712-1/00,5611-2/03,5320-2/02,5620-1/02};;Baixo Risco;4712100
12091368000191;227;Centro;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Aguardando Solicitação;{4789-0/01,4781-4/00,4772-5/00,4782-2/01,4763-6/01,9602-5/02.01,4782-2/02,4721-1/04};;;4789001
6216138000109;12395;Distrito Industrial;Licença Sanitária;Emitido Automaticamente;{1122-4/03,4639-7/01};17/09/2020;;1122403
4168415000120;229;Japim;Licença Sanitária;Indeferido;{5620-1/01};;Alto Risco;5620101
11348621000187;230;Adrianópolis;Licença Sanitária;Indeferido;{3314-7/07,8211-3/00,4322-3/02.01,5250-8/04,4321-5/00.01};;Baixo Risco;3314707
20120608000167;231;Cidade Nova;Licença Sanitária;Aguardando Solicitação;{7711-0/00,4781-4/00,4732-6/00,6209-1/00,4211-1/01.01,4742-3/00,4731-8/00,5011-4/01,4789-0/01,7732-2/01,4782-2/01,4292-8/01.01,8011-1/01,4741-5/00,4213-8/00.01,4679-6/99,5011-4/02,4744-0/99,4744-0/03,4744-0/04,4744-0/01,7820-5/00,5099-8/99,4744-0/05,7830-2/00,7810-8/00,8424-8/00,4321-5/00.01,9602-5/01};;Baixo Risco;7711000
26219109000108;3896;Educando;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Aguardando Solicitação;{8630-5/03,8640-2/08,8630-5/02,8630-5/99};;Alto Risco;8630503
84502145000180;5519;Sao Geraldo;Licença Sanitária;Emitido;{4729-6/99};22/09/2020;Baixo Risco;4729699
29399943000110;11567;Cidade Nova;Licença Sanitária;Emitido Sob Inspeção;{4721-1/04,4723-7/00,4729-6/02,4772-5/00,4729-6/99,5611-2/03,4729-6/01,4713-0/02,4721-1/02};13/11/2020;Baixo Risco;4721104
8568939000169;14837;Cidade de Deus;Licença Sanitária;Emitido;{4772-5/00,4773-3/00,4771-7/01};15/04/2021;Alto Risco;4772500
29675049000126;236;Colônia Terra Nova;Licença Sanitária;Aguardando Solicitação;{4771-7/01};;Alto Risco;4771701
29681097000127;237;Praça 14 de Janeiro;Licença Sanitária;Aguardando Solicitação;{5611-2/01.01,5611-2/01.02,5611-2/02.01};;Baixo Risco;5611201
29686627000120;238;Parque Dez de Novembro;Licença Sanitária;Aguardando Solicitação;0;;Baixo Risco;0
20250267000144;239;Cidade Nova;Licença Sanitária;Aguardando Solicitação;0;;Baixo Risco;0
28292157000157;240;Adrianópolis;Licença Sanitária;Aguardando Solicitação;0;;Baixo Risco;0
12592602000164;241;Alvorada;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Aguardando Solicitação;{4789-0/01,4781-4/00,4772-5/00,4782-2/01,9602-5/02.01,4755-5/02};;;4789001
29687254000101;242;Tarumã;Licença Sanitária;Aguardando Solicitação;0;;Baixo Risco;0
28656113000169;243;Cachoeirinha;Licença Sanitária;Aguardando Solicitação;0;;Baixo Risco;0
29745260000178;244;Colônia Terra Nova;Licença Sanitária;Aguardando Solicitação;{4721-1/04,4723-7/00,4772-5/00,4712-1/00,4755-5/02};;Baixo Risco;4721104
29400305000172;245;Zumbi dos Palmares;Licença Sanitária;Aguardando Solicitação;0;;Baixo Risco;0
29749886000152;246;Cachoeirinha;Licença Sanitária;Aguardando Solicitação;{5611-2/01.01,4723-7/00,4772-5/00,4729-6/99,5611-2/03,4724-5/00,4755-5/02,4721-1/03,4722-9/01,5611-2/02.01};;Baixo Risco;5611201
22185022000106;2042;Cachoeirinha;Licença Sanitária;Aguardando Solicitação;{7911-2/00,7990-2/00.99,4761-0/01,8599-6/99,9609-2/99.99,8599-6/05,8593-7/00};;;7911200
29736623000109;248;Santo Antônio;Licença Sanitária;Aguardando Solicitação;0;;Baixo Risco;0
29721576000120;249;Jorge Teixeira;Licença Sanitária;Aguardando Solicitação;0;;Baixo Risco;0
27747675000155;250;Jorge Teixeira;Licença Sanitária;Aguardando Solicitação;0;;Baixo Risco;0
29770995000151;251;Jorge Teixeira;Licença Sanitária;Aguardando Solicitação;0;;Baixo Risco;0
28344986000136;252;Presidente Vargas;Licença Sanitária;Aguardando Solicitação;0;;Baixo Risco;0
27748651000110;253;Nova Cidade;Licença Sanitária;Aguardando Solicitação;0;;Baixo Risco;0
23591872000177;254;Sao Jose;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Aguardando Solicitação;0;;Baixo Risco;0
26784711000198;256;Cidade de Deus;Licença Sanitária;Aguardando Solicitação;0;;Baixo Risco;0
21659885000105;257;N. S. Das Gracas;Licença Sanitária;Aguardando Solicitação;0;;Baixo Risco;0
84506997000146;258;Sao Geraldo;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Aguardando Solicitação;{5611-2/03,9602-5/02.01};;;5611203
23612289000103;259;Parque Dez de Novembro;Licença Sanitária;Indeferido;{8211-3/00};;Baixo Risco;8211300
21633692000185;260;Redenção;Licença Sanitária;Aguardando Solicitação;{4712-1/00};;Baixo Risco;4712100
21219887000183;261;Cidade Nova;Licença Sanitária;Aguardando Solicitação;{5611-2/01.01,9521-5/00.01,4723-7/00,4752-1/00,9512-6/00.01,4757-1/00,4753-9/00,4619-2/00,4751-2/01,5611-2/02.01};;Baixo Risco;5611201
12518435000101;262;Praça 14 de Janeiro;Licença Sanitária;Indeferido;{6202-3/00.01,6201-5/01.01};;Baixo Risco;6202300
29638209000167;263;Cachoeirinha;Licença Sanitária;Indeferido;{8111-7/00.01,8121-4/00,3314-7/10,8129-0/00.02,8299-7/99.01,7810-8/00};;Baixo Risco;8111700
27189151000196;264;Adrianópolis;Licença Sanitária;Indeferido;{4783-1/02,4789-0/01,4761-0/03};;Baixo Risco;4783102
28627457000140;265;Santo Antônio;Licença Sanitária;Aguardando Solicitação;0;;Baixo Risco;0
24523846000174;266;Armando Mendes;Licença Sanitária;Indeferido;{8592-9/01,9313-1/00};;Baixo Risco;8592901
29338569000143;267;N. S. Das Gracas;Licença Sanitária;Indeferido;{4742-3/00};;Baixo Risco;4742300
26253183000140;11440;Cidade de Deus;Licença Sanitária;Emitido Sob Inspeção;{4712-1/00,5620-1/03,4721-1/02};04/08/2020;Baixo Risco;4712100
23841370000157;4761;Tancredo Neves;Licença Sanitária;Aguardando Solicitação;{4723-7/00,4789-0/99.05,4729-6/99,4712-1/00,4789-0/99.99,4713-0/02,4784-9/00.04,8299-7/99.99};;Baixo Risco;4723700
10869549000170;569;Sao Jorge;Licença Sanitária;Aguardando Solicitação;{4772-5/00};;Baixo Risco;4772500
30308680000176;271;Chapada;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Aguardando Solicitação;{8630-5/03};;Baixo Risco;8630503
22526996000106;272;Centro;Licença Sanitária;Indeferido;{4789-0/01,4755-5/02,4763-6/02,4761-0/03};;Baixo Risco;4789001
29906509000180;273;Educando;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Aguardando Solicitação;{8630-5/03};;Baixo Risco;8630503
10679857000133;274;Adrianópolis;Licença Sanitária;Indeferido;{5611-2/01,5611-2/03,5620-1/02,5620-1/03};;Baixo Risco;5611201
3039855000114;275;Centro;Licença Sanitária;Indeferido;{4783-1/02,4783-1/01,4781-4/00,4774-1/00,4789-0/01,4782-2/01,4755-5/02,4763-6/02,4782-2/02};;Baixo Risco;4783102
4813648000138;276;Raiz;Licença Sanitária;Aguardando Solicitação;{4729-6/99,4712-1/00};;Baixo Risco;4729699
28264271000173;277;Novo Aleixo;Licença Sanitária;Indeferido;0;;Baixo Risco;0
29879869000130;278;Adrianópolis;Licença Sanitária;Aguardando Solicitação;{4729-6/99,4712-1/00};;Baixo Risco;4729699
29411895000139;6744;Adrianópolis;Licença Sanitária;Emitido;{8690-9/01,8630-5/04};13/11/2019;Alto Risco;8690901
21710822000136;15740;Alvorada;Licença Sanitária;Aguardando Solicitação;{8630-5/03,8630-5/02};;Alto Risco;8630503
9306039000106;281;Colônia Terra Nova;Licença Sanitária;Aguardando Solicitação;{4634-6/01};;Baixo Risco;4634601
29970806000194;282;Sao Jose;Licença Sanitária;Aguardando Solicitação;0;;Baixo Risco;0
23529749000126;283;Coroado;Licença Sanitária;Indeferido;{4637-1/04};;Baixo Risco;4637104
30731068000101;284;Novo Aleixo;Licença Sanitária;Aguardando Solicitação;{7319-0/02,4771-7/01};;Alto Risco;7319002
18256038000195;3781;Tarumã;Licença Sanitária;Emitido;{1033-3/02,1033-3/01};04/03/2019;Baixo Risco;1033302
29782303000195;286;Cachoeirinha;Licença Sanitária;Aguardando Solicitação;{4781-4/00,4789-0/01,4772-5/00,4782-2/01,4755-5/02};;Baixo Risco;4781400
29877780000134;287;Centro;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Em Exigência;{8630-5/04,3250-7/06};;Alto Risco;8630504
14411075000170;288;Centro;Licença Sanitária;Aguardando Solicitação;{4712-1/00};;Baixo Risco;4712100
27480394000189;289;Compensa;Licença Sanitária;Indeferido;{4712-1/00,4784-9/00.04};;Baixo Risco;4712100
7465375000338;15431;Distrito Industrial;Licença Sanitária;Aguardando Solicitação;{4635-4/01,4723-7/00,4635-4/03,2222-6/00.01,1121-6/00};;Alto Risco;4635401
19775580000206;291;Flores;Licença Sanitária;Indeferido;{4729-6/02,4729-6/99,5611-2/03};;Baixo Risco;4729602
30032769000152;292;Presidente Vargas;Licença Sanitária;Aguardando Solicitação;{8230-0/01.01,8230-0/02,5620-1/02};;Baixo Risco;8230001
13185865000111;293;Centro;Licença Sanitária;Aguardando Solicitação;{4781-4/00,4759-8/01,4789-0/01,4772-5/00,4782-2/01,4755-5/03,4755-5/02,4789-0/99.03,4763-6/02,4782-2/02};;Baixo Risco;4781400
29854937000106;294;Novo Aleixo;Licença Sanitária;Emitido Automaticamente;{4712-1/00,4721-1/02};25/03/2020;Baixo Risco;4712100
5255882000150;12123;Japim;Licença Sanitária;Emitido Sob Inspeção;{5611-2/01.03,5611-2/03};02/09/2020;Baixo Risco;5611201
6354945000198;13124;Parque Dez de Novembro;Licença Sanitária;Emitido Automaticamente;{4723-7/00,4729-6/99,5611-2/04,5611-2/01.02,4729-6/01};11/01/2021;Baixo Risco;4723700
27662202000155;297;Parque Dez de Novembro;Licença Sanitária;Indeferido;{4729-6/99,4789-0/99.99,4763-6/02};;Baixo Risco;4729699
17551550000100;298;Tarumã;Licença Sanitária;Indeferido;{8230-0/02,5611-2/04};;Baixo Risco;8230002
29869478000134;299;Cidade Nova;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Aguardando Solicitação;{8630-5/04,3250-7/06};;Alto Risco;8630504
18097678000108;300;Parque Dez de Novembro;Licença Sanitária;Indeferido;{4789-0/04,9609-2/08,4771-7/04};;Baixo Risco;4789004
24520560000135;13862;Centro;Licença Sanitária;Emitido Automaticamente;{4721-1/04,4729-6/99,4712-1/00,4721-1/03};30/11/2020;Baixo Risco;4721104
29932700000104;302;Novo Israel;Licença Sanitária;Aguardando Solicitação;{4723-7/00,4729-6/99};;Baixo Risco;4723700
28682009000149;303;Planalto;Licença Sanitária;Indeferido;0;;Baixo Risco;0
26320064000163;604;Nova Cidade;Licença Sanitária;Emitido;{4723-7/00,4784-9/00.05};03/09/2018;Baixo Risco;4723700
9017568000190;305;Sao Jorge;Licença Sanitária;Indeferido;{4781-4/00,4789-0/04,9609-2/08,7500-1/00.01,4771-7/04,7500-1/00.04};;;4781400
16516778000198;306;Sao Geraldo;Licença Sanitária;Indeferido;{7500-1/00.01};;;7500100
1906162000156;307;Centro;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Aguardando Solicitação;0;;Baixo Risco;0
12148212000108;308;Centro;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Aguardando Solicitação;{8730-1/99,6550-2/00.01,8630-5/02,8640-2/01,8640-2/02,8630-5/04,8720-4/01,8630-5/01,8720-4/99,8640-2/05,8630-5/03};;Alto Risco;8730199
27047566000125;309;Cachoeirinha;Licença Sanitária;Indeferido;{4771-7/01};;Alto Risco;4771701
30009159000138;310;Alvorada;Licença Sanitária;Aguardando Solicitação;{4721-1/02};;Baixo Risco;4721102
26123983000147;7590;Adrianópolis;Licença Sanitária;Emitido;{8630-5/03,8630-5/02};14/06/2020;Alto Risco;8630503
29652894000186;5494;Chapada;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Aguardando Solicitação;{8630-5/04};;Alto Risco;8630504
24269564000273;313;Centro;Licença Sanitária;Aguardando Solicitação;{4783-1/02,4783-1/01,4781-4/00,4742-3/00,4759-8/01,4763-6/03,4756-3/00,4789-0/01,4752-1/00,4772-5/00,4782-2/01,4649-4/02,4649-4/04,4763-6/04,4754-7/02,4789-0/99.99,4763-6/01,4755-5/02,4753-9/00,4754-7/03,4782-2/02,4649-4/03,4649-4/99.99,4713-0/02,4755-5/01,4649-4/01,4754-7/01,4751-2/01};;Baixo Risco;4783102
29971218000175;314;Parque Dez de Novembro;Licença Sanitária;Aguardando Solicitação;{4723-7/00,9601-7/03.01,4754-7/02,9601-7/02,9601-7/01,4754-7/01};;Alto Risco;4723700
